-9.258334793011274,3.356481104321659,-8.832711243099977,-0.5630839803934337,-8.549340614579247,2.274419420848559,-7.619355316450936,-2.520606857460904,-10.42216012262339,-2.178822045749307
-9.368592677637491,2.797346723653626,-8.863595483955912,-1.005534236621452,-8.58828707555741,2.103070440737676,-7.610267194768747,-2.665388487531973,-10.52643071644886,-2.265097065540527
-9.377562658703912,2.75156838161858,-8.865250269092774,-1.254183435764473,-8.58828707555741,2.103070440737676,-7.600761820278554,-2.784314938235719,-10.8551233451627,-2.504807676993082
-9.403657880996192,2.633566450444345,-8.855616417525711,-1.455462198043239,-8.64319092692873,1.829774324380878,-7.556114184116476,-3.132387182851843,-10.96047865191128,-2.582167827434957
-9.51094031169756,2.109635231793099,-8.838141054331773,-1.862220046524006,-8.689478196380982,1.622310402494923,-7.53992693195084,-3.26864980771796,-11.11348335280745,-2.723949949516148
-9.544767987124239,1.852570688606573,-8.826995491269136,-2.06180437850866,-8.689478196380982,1.622310402494923,-7.529981435495879,-3.612203725419654,-11.16331330067213,-2.760810113880026
-9.571280512793614,1.704591515156286,-8.810736697527915,-2.484412421834238,-8.69571231449628,1.586610355087441,-7.504357523584525,-3.855676249981249,-11.19813257623303,-2.785986208067154
-9.592780799771141,1.429212689980436,-8.793831529928962,-2.692562226845436,-8.702461808099876,1.420027839779514,-7.486988370606178,-4.026139197692554,-11.34646087064895,-2.921917682204961
-9.593967703558878,1.413982288867662,-8.793831529928964,-2.692562226845437,-8.702461808099876,1.420027839779513,-7.427829851425805,-4.531484275911758,-11.40083929542112,-3.002126946390993
-9.597137630872787,1.379258755388858,-8.776579269848202,-2.855919332970247,-8.708445643708917,1.269097058348983,-7.419227237397568,-4.590385545738249,-11.54969104455845,-3.183236939020964
-9.597137630872787,1.379258755388855,-8.730804420116053,-3.127304202811575,-8.696658767588431,0.8447604518119918,-7.413599275592406,-4.64507435084376,-11.62825612707102,-3.30221899197565
-9.667984436715384,0.63330402600953,-8.67182791316611,-3.358462965630228,-8.696658767588431,0.8447604518119918,-7.36657114990917,-5.151717500145969,-11.71626637636548,-3.443653779780857
-9.69094272370033,0.289352357111329,-8.644636961095811,-3.444744451877325,-8.693043825111296,0.7638892158538164,-7.359124106184374,-5.254220372263337,-11.95613352390241,-4.028753606471986
-9.701832150853184,0.09968391703323709,-8.61499596981089,-3.537697589409571,-8.673337292990666,0.5607796731058998,-7.332283828125704,-5.609085921944171,-12.02464394265644,-4.194507776639727
-9.710925182533989,-0.04034020146097728,-8.61499596981089,-3.537697589409571,-8.673337292990666,0.5607796731058998,-7.322637805276319,-5.662521237261233,-12.03210368829432,-4.216659127068297
