-88.71201772321088,-19.63053812677452,29.39053365529863,-42.58854617203522,-9.397626858734483,15.4012043931365,3.574784835139191,-4.563935553907924,-1.34122075646047,49.01748934288196,9.834101432530201,-14.69966637778186,96.53955192320691,14.29342344247394,-26.36570643538903
-88.66296192201736,-19.17650238044131,29.73146345186705,-42.57170759702175,-9.014838956480371,15.62460078936728,3.585768283530537,-4.427926438051848,-1.230504072653346,49.0129193708926,9.966934541256872,-14.6415389750894,96.57300535728992,14.32587535362797,-26.23864945216024
-88.65896496728426,-19.13930456282654,29.75932855329104,-42.56759643080562,-8.793061471790802,15.73697075041304,3.585768283530537,-4.427926438051847,-1.230504072653346,49.00848784523679,10.07691411940007,-14.59550956282945,96.67789214495208,14.39930721975033,-25.85250628670801
-88.64765306455236,-19.04468195323124,29.83365229779637,-42.56800870899708,-8.608882358326779,15.8187254776818,3.600760828909813,-4.207948275823921,-1.05994607126676,48.98992844751314,10.40595891753604,-14.47495763019144,96.71152060883432,14.42331505517045,-25.72850191665664
-88.60033985104891,-18.62091505605648,30.15644715293106,-42.56816243506949,-8.237525838225194,15.98561360477835,3.613755409790909,-4.042906082861279,-0.9266193837377674,48.98309176477676,10.53422341039045,-14.42667709881449,96.76087722046152,14.48452323386222,-25.53529194696539
-88.58350887797528,-18.40501572548114,30.29903287588741,-42.56911414460096,-8.054221853418827,16.06534360260112,3.613755409790909,-4.042906082861279,-0.9266193837377674,48.97610717250691,10.84448166477545,-14.27896373339106,96.77678726966012,14.49612085263849,-25.4765206870304
-88.571431276947,-18.28371980335644,30.38702253790357,-42.56862709589716,-7.669199180591463,16.24032706139031,3.615385524063733,-4.013774615199583,-0.9051238508784716,48.96498733049413,11.07225975102334,-14.1899190950522,96.78789437630439,14.50370540419471,-25.43571230028467
-88.55840224458294,-18.04618674468887,30.52739365334772,-42.57141974544328,-7.47578916265774,16.31904740240289,3.615170988971255,-3.868403992441922,-0.8234989399507116,48.95739162099113,11.23149163482269,-14.12709540209748,96.83571571443581,14.5616849556056,-25.24908395350121
-88.55768239820785,-18.03304854326278,30.53515531187801,-42.57141974544328,-7.47578916265774,16.31904740240289,3.615170988971255,-3.868403992441921,-0.8234989399507109,48.93232722621617,11.7068030923183,-13.94730615614561,96.85378291696924,14.61012567144302,-25.16712291163532
-88.55588380247397,-18.00329179678769,30.55324048008384,-42.57496969642274,-7.322310288591378,16.37748384362524,3.614930578177126,-3.736636527738566,-0.7496532595074616,48.928838723123,11.76293000737498,-13.9277878491575,96.90256101045931,14.70831341020581,-24.95990916159978
-88.55588380247397,-18.00329179678769,30.55324048008384,-42.58670034181313,-7.060079912355574,16.46020449512623,3.604238611851361,-3.354089626788023,-0.5659577600382768,48.92638339375837,11.81403921337885,-13.90767915011171,96.92871881363298,14.78107145783072,-24.84011251325577
-88.51631253366543,-17.36520291167543,30.94406578320858,-42.6035045564853,-6.828244392081725,16.51389352481081,3.604238611851361,-3.354089626788023,-0.5659577600382768,48.90533422692868,12.28534687240742,-13.71708809980525,96.95816498325753,14.86986920510957,-24.70228114398513
-88.5013611365909,-17.06686830933109,31.11612029273597,-42.61154159364192,-6.739515006080682,16.52958890110825,3.601721790246241,-3.28060459337927,-0.5320927325255396,48.90176235868193,12.37982123403349,-13.67678755383969,97.04193812871003,15.29054049259053,-24.23763527490675
-88.49371721644427,-16.9016037162302,31.20951130695769,-42.62031853883875,-6.643777338903779,16.54620631540705,3.59168018695783,-3.091555690420573,-0.455925073660375,48.88904492379394,12.70734233159472,-13.53815798852728,97.06584126965623,15.40947384168204,-24.10553069234948
-88.48771642499811,-16.78004299614112,31.27934266680893,-42.62031853883875,-6.643777338903778,16.54620631540705,3.59168018695783,-3.091555690420573,-0.455925073660375,48.88526841777799,12.75904418717585,-13.5220014167491,97.06851629488007,15.42609610420153,-24.08931727939673
-88.48771642499811,-16.78004299614111,31.27934266680893,-42.64745585356812,-6.325199942341114,16.60775553851838,3.586448250308198,-3.012796876843008,-0.4274134563106651,48.87482930488972,12.86678146996306,-13.49665334034449,97.07495958473648,15.47915522563036,-24.04464483079191
-88.48360576098246,-16.52652692386894,31.39970824830779,-42.67874467041944,-6.013750570852736,16.65354520519624,3.571377126064806,-2.832411029488587,-0.3715957196127344,48.8664376053917,12.94498226607125,-13.48089156105234,97.08464887854007,15.57862464958131,-23.96897415036374
-88.47448670216718,-16.0869837016179,31.61438614489441,-42.68786751793983,-5.917500719647071,16.66934799847187,3.571377126064806,-2.832411029488586,-0.3715957196127342,48.85252317024673,13.02723578181598,-13.48078548291554,97.08701613125781,15.62813725748824,-23.93960673518075
-88.47386757700829,-16.03166801469911,31.63981394190438,-42.73342349249832,-5.526078062301528,16.70805747565106,3.553040967624842,-2.596784686724361,-0.2945377370285791,48.85252317024673,13.02723578181598,-13.48078548291554,97.09968228175998,15.89460960103672,-23.7818046926039
-88.47377098280657,-15.99588210219875,31.6553503303691,-42.74577071053591,-5.41221125812538,16.722054215103,3.539812098559015,-2.399011904663361,-0.2232206811339941,48.83294618529584,13.14537635438186,-13.47931122254715,97.09990888293814,15.9215730289469,-23.769402642162
-88.47462086175155,-15.77234719400799,31.74802812268452,-42.78318081487279,-5.14389604151244,16.72990469161383,3.535432577336314,-2.360580697891784,-0.2149177084929859,48.79801603691773,13.28262230625509,-13.5170562883791,97.09781382239566,16.07684526240218,-23.70947372137894
